text,lang,offensive_manual,abusive_manual
Achter PSV 1 neem ik aan? 😉,nl,,
"Poku jonge, misschien moet je eens meteen schieten in plaats van aannemen? Zonde",nl,,
Gefrustreerde kakkerlakken zijn de leukste kakkerlakken! Lekker zeg! Farioli toptrainer!,nl,,
Waarom speelt Bruns niet,nl,,
Sinterklaas is vroeg dit jaar..,nl,,
"Wat nou training, waarom is het nu zo moeilijk om daar een drie kwartier wat aan het positiespel te trainen en wat afwerkvormen. Nu staat daar een selectie een verplicht nummertje op te voeren terwijl het lijkt of ze daar helemaal geen zin in hebben",nl,,
"Is heel wat jaren vaker gebeurd, dus niet zo ongekend hoor🤣",nl,,
"Middenveld met Klaassen, Berghuis en Henderson. GG.",nl,,
Hebben we ook echt helemaal niets te zoeken op deze manier,nl,,
"Dit wordt een eenzijdige fluitpartij. Dat weet je van te voren, dus dat mag voor de spelers geen verassing zijn. Timber moet weer opstaan vandaag, en niet die ballen zovaak meer verliezen. 🙏",nl,,
Moet je eerst beginnen met vechten.....,nl,,
Deze zocht ik. 😂,nl,,
3-0 verliezen van dit Feyenoord! 🤣🫵🏼,nl,,
Fijne kerst,nl,,
Hopen dat het dinsdag ook zo gaat,nl,,
"Zeer irritante speler. Gedurende de hele wedstrijd knietjes en natrappen terwijl de bal al weg is. Het zou mogelijk moeten zijn om zo iemand een ""optelsom-kaart"" te geven. Nee, ik kan wel tegen mijn verlies, gefeliciteerd Eagles, terecht gewonnen. Maar deze vent is irritant.",nl,,
"Ongelooflijk, geen Brobbey, geen Traoré, blijkbaar wil Farioli geen kampioen worden.",nl,,
Deze reacties 🤢.. hup Ajax en op naar 3 punten vanmiddag.,nl,,
"Nee hoor, avondje nac! Heerlijk",nl,,
Wat denk je zelf...?🤦‍♂️🤦‍♂️🤦‍♂️,nl,,
"Natuurlijk, Martens overmeesterd Farioli weer",nl,,
Mooiste shirt vs een uit duizenden,nl,,
Kuipers is van ons ole ole,nl,,
"Pas op dat je geen social media club wordt, haal liever gewoon een scorende spits",nl,,
Fire Kroes asap,nl,,
"Mogen er eerst wel een paar tandjes bij, anders ga je met 5-0 nat. COTE 💪🏻",nl,,
Ik word hier zooo moe van. Neemt zoveel vreugde weg,nl,,
Utrecht speelt niet met sterkste opstelling🤣,nl,,
"Whahaha, zorg nou maar eerst dat dat tuig op de tribune geen vuurwerk afsteekt pannenkoek",nl,,
Denk dat hij daar als supporter van FC Twente zit. Maar zo slim zijn jullie niet in de randstad.,nl,,
"Hopppa 0-2 Gewonnen
Van die kut kakkerlakken",nl,,
Goodluck twente !!! ❤️,nl,,
"Waardeloze gast en waardeloos voorbeeld voor de jeugd. Deze gast is het PSV shirt niet waard!,",nl,,
Dat was matig van Lars :(,nl,,
Gratis bedrukking! 😇,nl,,
Verscheuren in de spits 💀 we gaan echt naar 3e divisie standaard op het moment wat een aanfluiting deze coach…,nl,,
Dit kan Bosz niet de oorzaak zit in arrogantie en middelmaat van de selectie.,nl,,
Wil Unnerstall niet afvallen maar deze goal valt hem echt te verwijten.,nl,,
Gewoon lekker 20minuten laten spelen goed bezig trainer farioli,nl,,
Spelen tegen almere city daar win je met deze 11 ook makkelijk mee,nl,,
Hoe zat het met die bovenbeen blessure? 🤔 Salto na zijn hattrick,nl,,
Kun je die trommels ff van de tribune gooien!!!,nl,,
Met talent alleen win je geen wedstrijd.,nl,,
Ze kunnen daar ook niks he,nl,,
"Vastleggen voor de jeugdopleiding als hij wil, gezin in een rustige omgeving, lekker werken met de beste jeugd van Nederland, Clasie heeft het goed bekeken...:)",nl,,
"Kondigde zuch woensdag al aan. Nu echt met beide beentjes weer op de grond. 
Na weken van complimenten....
Het is ook maar een middelmatig team... aldus de trainer ...",nl,,
"Misschien  een idee  om met  ""komen wij uit Rotterdam"" te stoppen  in samenwerking met de spelers",nl,,
65 min onderweg. Wat doet Milambo nog op het veld?,nl,,
Dat deden jullie daarvoor ook al,nl,,
Leg het me uit?,nl,,
Ons Jeyland niet bij t eerste. Toch opvallend.,nl,,
De andere keeper,nl,,
Wat een onzin 🤔,nl,,
Tot vanmiddag,nl,,
Wel een beetje goedkoop dit,nl,,
Heerlijk!!!! Ongelofelijk trots op dit team,nl,,
Luuk de jong kan die nog met pensioen wat een drama dit 2e seizoens helft gadverdamme,nl,,
Read en plug bij 1 morgen?,nl,,
Voor wie was die 90 x 1 minuut stilte?,nl,,
Oostings tactisch wonder plan komt nu jongens 😍,nl,,
Transgender maakt goal tegen psv GG,nl,,
Sparen voor de CL?,nl,,
"Schop gvd die kut trainer de laan uit, lijkt toch nergens op dit.",nl,,
Morgen in dit mooie shirt @BrianBrobbey6,nl,,
"Nee, helaas ietwat bewolkt. Daarom hebben we ons rijmpje wat ingekort. Onderstaand ontbreekt daardoor. 

'Ook de hemel is stralend blauw. Oh Breda, wat hou ik van jou'",nl,,
Wat een vreselijke scheids elke keer fluiten ze tegen ons,nl,,
Succes mannen Falen is geen optie,nl,,
Maar binnen en korte hoek…,nl,,
Fenomenaal!,nl,,
Commentator tototje op psv gezet,nl,,
Ze gingen toch met de bus ook naar thuiswedstrijden is dat weer over?,nl,,
Schitterende aanval en heerlijk afgemaakt. Verdiend op voorsprong.,nl,,
Heeft hij nog iets over Ben Wessels gezegd?,nl,,
Je bent niet aan het werk. Die niet zo educatief.,nl,,
Wederom geen vechtlust. Wanneer durven de trainer en de hele selectie eens in de spiegel te kijken en te zien dat het niet om aan te gluren is…,nl,,
Vliegende keep,nl,,
"Dit was niet kritiek op Braude, maar op zo’n beetje iedereen. Het is weerzinwekkend hoe de mannen achterin de bal met walking football wat heen en weer tikken terwijl we achter staan. Vond eigenlijk dat Braude als enige nog wel wat tempo leek te maken.😅",nl,,
Hoe laat je Luuk de Jong zo vrij. Zet twee man op die kerel. Je weet dat hij zo ongelofelijk sterk is met zijn hoofd,nl,,
"15 tegen AZ
11 tegen ajax 
6 tegen Twente
6 tegen Feyenoord

psvstats.nl/nl/totalsperplay…",nl,,
"Zie je?!
Mijn held!
Moet véél vaker spelen!",nl,,
Wanneer komen de kaarten online voor spurs uit?,nl,,
"Goed gedaan team, kom sterker terug 👊🏻",nl,,
Gewoon weer glashard bestolen door die kut @KNVB.,nl,,
"Valente nu al wisselen, sjokt over het veld",nl,,
"Domste opmerking van de maand award, kan alleen een Feyenoorder zijn.",nl,,
Je verliest de hele realiteit. Twente is geen Psv. Houd op ma,nl,,
Gewoon op appeleren gefloten die mafkees,nl,,
"Je bent qua spel weer helemaal terug bij af. Maar wat verwacht je ook met zo'n opstelling, wisselen gvd.",nl,,
Super goede invalbeurt Nieuwkoop ❤️🤍🖤,nl,,
"Statistisch gezien de slechtste penalty nemer die Ajax heeft, en toch mag hij hem nemen",nl,,
Knallen vanavond 👊,nl,,
Natuurlijk!!,nl,,
Volgende keer na zo'n schandalige beslissing van de arbitrage gewoon van het veld stappen: nu.nl/voetbal/6345332/korte-…. Genoeg is genoeg!,nl,,
Steijn effect werkt door…,nl,,
Daar heb je een keer geluk,nl,,
"Nee Okke, door die mongolen van een Schreuders en De Jonge.",nl,,
Plak nog een stickertje joh,nl,,
"dus brobbey krijgt de bal eindelijk perfect in de 16 met speler in de rug, kan zo godts helemaal vrij 1 op 1 zetten en ook dat verneukt hij, wat kan die jongen eigenlijk wel? Als een club daar van de zomer nog 25+ voor betaald",nl,,
"Heerlijke pot
Bijna  4 expected goals.
Heerlijke ingestudeerde patronen zichtbaar bij doelpunten en omschakeling.
Ueda en Read topclass
Paxaio masterclass.
Complimenten team!",nl,,
"Dubbelgoud.

#heraja",nl,,
Daar gaat Lukkien de mist in door Kwakman te wisselen ipv de Jong die al op scherp stond,nl,,
Lekker hoor en door!,nl,,
"gaatje van 5 punten, nu moet het gebeuren",nl,,
Geef dit team en plek aan de muur met farioli. ❤️,nl,,
"geen geel is bizar, maar kasanwirjo die vrije trap laten nemen is ook echt bizar",nl,,
"Je wint, en toch mogen de supporters niet komen. Vrij knap hoe je dat klaar hebt gespeeld.",nl,,
ploegje hoor,nl,,
Meest duidelijke rode kaart is geen rood. Alleen in Nederland,nl,,
De volgende wedstrijd moet het echt beter.,nl,,
Die kan werkelijk niks meer!!!!!!!!,nl,,
"Zegt wel iets over wat voor een mens jij bent.
Ik neem aan dat je geen kinderen hebt
Anders vind ik t echt heel sneu voor hun dat ze jou als vader hebben...maar nogmaals waarschijnlijk ben je alleen",nl,,
"Clasie, je begint me steeds meer te verbazen! In positieve zin! Luister goed naar je lichaam, laat je af en toe wisselen, zorg goed voor je lichaam, neem de jonge jongens zoals Smit, Kwakman en Addai onder je vleugels, teken bij en hier kan je ook trainer worden #clasiestandbeeld",nl,,
Dankdank hartelijk dank aan NoaNo voor opheffen buitenspel! Wordt gewaardeerd,nl,,
"Hoe kan het nou toch dat deze 11 bij de grootse club van Nederland spelen, maar geen van allen een mannetje kunnen passeren? Dat kan toch gewoon niet.",nl,,
"Goh, hadden we niet verwacht. Heb het oprecht nog nooit zo slecht gezien, zelfs vorig seizoen niet",nl,,
Jammer van dat keepers shirt….. 🤷🏼‍♂️,nl,,
Hij heeft zelf geprobeerd Sulemana te halen dus de opmerking klopt niet,nl,,
Leuke beelden voor Lowik Bouw,nl,,
Is toch al sinds hij bij Ajax speelt niet in staat om gemiddeld 45 min per week te spelen. Deze man moet gewoon stoppen en trainer worden. Zeker als hij speelt is hij belangrijk maar met zo’n salaris maar 50% spelen is niet goed,nl,,
Oke nooit verwacht dit. Ongelofelijk wat een prestatie! Farioli: je bent een geweldenaar,nl,,
Prima eerste helft tegen 12 man. En dan niet dat dooie publiek daar,nl,,
Het was gwn poging tot doodslag op magic mike,nl,,
"Goede overwinning, dun ijs.",nl,,
He will soon relegate Feyenoord,nl,,
"Dit is niet even een dip, dit is raar beleid dat afgestraft wordt. Hoezo is Abe Knoop weg??? Nu gaat alles fout met spelhervattingen. 

Geen fatsoenlijke cv achter de hand. Je enige 6 zwaar uit vorm. 

Backs de achilleshiel. Puur eigen schuld dit. Doodzonde.",nl,,
Ten Hag kom er maar in….,nl,,
"Kots en de kotsmisselijk word je van dat eindeloze gewissel. Bij geen enkele club zie je deze onzin, maar bij ajax kunnen ze zogenaamd maar 1 keer in de twee weken spelen 🤣🤣",nl,,
Jaaaaa PSV WAT BEN JE MOOI! Winterkampioenen!,nl,,
wanneer gaan we een echte trainer zoeken en niet selecteren obv of hij zij dialect spreekt?,nl,,
Hopelijk heeft Sutalo rust gekregen,nl,,
Bedank Woutje maar hé,nl,,
Lets goooo,nl,,
3-1 voor de Duitsers helaas,nl,,
Wat een klote scheids,nl,,
Elke hoge voorzet is gevaarlijk met zo’n keeper. Waarom Noppert op de bank??,nl,,
"Lerby, Arnesen, Gullit, Kluivert, Jonk, Karsdorp, Lang… Uiteindelijk wil iedereen in Eindhoven voetballen. Trainingscomplex de Herdgang midden in de bossen, het Philips Stadion midden in de stad en prijzen winnen: dat wil toch iedere voetballer?",nl,,
?? Benitez wat kan die hieraan doen dan😂😂,nl,,
Wat is er toch met die ploeg aan de hand??,nl,,
Zerrouki en milambo 2 slapzakken tegen zo middenveld als psv 😭,nl,,
"Zit naar de wedstrijd te kijken en zie Min echt alleen maar ballen verprutsen,dat is toch geen voetballer",nl,,
"Kijk, nu is het leuk ! ❌❌❌",nl,,
Feyenoord laat nog teveel goals toe,nl,,
Spelen weer tegen 12 man vandaag,nl,,
Terecht waardeloos gespeeld,nl,,
"Niet verzwakken, over heen lopen!",nl,,
Waarom in godsnaam heb je Brobbey gewisseld voor deze pannenkoek?!,nl,,
En Bosz die opnieuw niet wisselt terwijl het de hele tweede helft al niet liep.,nl,,
Voor mij was Til de ⭐️ of the day. Was bij alle belangrijke momenten betrokken (incl. de rode kaart).,nl,,
Heerlijk hoor. Matige wedstrijd maar 3 punten cruciaal!,nl,,
"Henk, daar barst het al van!",nl,,
Dus een eigen doelpunt,nl,,
Zo slap heb ik Feyenoord nog niet zien spelen.0-1 voor AZ,nl,,
Zerrouki is een schande voor dit elftal. Elke wedstrijd dat hij er nog in staat is het onvermogen van Priske. Zelfs Bijlow is op die plek beter dan die woestijnrat,nl,,
Verdiende voorsprong,nl,,
Mooi dat hij terug is daar hadden die andere sufkutten wel n beetje rekening mee kunnen houden en wat meer inzet hadden kunnen tonen 😂😂,nl,,
"Even serieus Eagles, ik zit als neutrale supporter oprecht te genieten van het voetbal wat jullie spelen. 

Mag ook weleens gezegd worden.",nl,,
Klaassen niet op doel?,nl,,
Wat een randdebiel,nl,,
@Persie_Official en Ferry de Haan out! 0 kansen creëren met dit waardeloze team. Geen beleving  inspiratie gewoon bagger. De club is wanbeleid aan het voeren.,nl,,
🤦🏻‍♂️ hoe'st mogelijk,nl,,
"Het zijn maar KUT KAKKERLAKKEN JODEN SCHAAM JE NIET WEES EEN ECHTE AJACIED ZING HET ANTI KAKKERLAKKEN LIED HET ZIJN MAAR..
0-2🤫❌❌❌ WZAWZDB😘",nl,,
Ik volg niks uit Tilburg.. jij vind NAC wel interessant.. Zegt veel over jou en weinig over mij... 🤣🤣🤣🤣,nl,,
We kunnen nog steeds van iedereen verliezen. Bizar,nl,,
Mag wat meer Israelische spirit in,nl,,
Het is morgen OPEN Dag !! Dan moet je gewoon daar shirts te koop hebben..komop zeg,nl,,
"Clement wissel…onnozele hakjes, waar je niks aan hebt…en balverlies….ga maar verder met je TD studie…stop met voetbal",nl,,
"Spelen tegen 12 man, wat is die makkelie toch een debiel zeg",nl,,
Weer een Slot-huiler 🙄,nl,,
"Slappe hap man, zit helemaal niks in",nl,,
Breum is erg goed inderdaad,nl,,
Wat een verademing ipv ltaif,nl,,
Jammer dacht Priske word gewisseld,nl,,
"Kom op mannen, vasthouden en die rotterdammers met lege handen naar huis sturen ❤️🤍",nl,,
In Jong PSV waren zijn afspeel passes vaak niet goed,nl,,
Geen veerman in ieder geval!!,nl,,
Oh? De spelers excelleren vandaag? Het publiek dan. Ineens weer domme boeren,nl,,
Eens maar Unnerstal verneukt het ook aardig.,nl,,
"Een aantal restricties blijft echter overeind, zoals een gebiedsverbod en de vrijheid om je te uiten als PSV-fan.

Door de winst in het kort geding is de reputatie van PSV en haar supporters gezuiverd en dat stemt uiteraard tot tevredenheid. Ook met het oog op de wedstrijd tegen Stade Brest in december is dat een belangrijk signaal.",nl,,
"Legende, dankjewel voor alles wat je voor ons in de jaren hebt betekend lozano. Heel veel succes en liefde gewenst in San Diego ❤️🤍",nl,,
Groetjes uit Milaan !,nl,,
Sinds deze wedstrijd: piped.video/watch?v=myDQ9toP…,nl,,
Wanneer beginnen jullie?,nl,,
Breng hem maar naar Excelsior!,nl,,
Niet fit genoeg.,nl,,
"Volgende keer van het veld lopen met zo'n VAR.

Snappen ze bij AZ wel.",nl,,
Donk verdonk,nl,,
En zeker niet de mindere tot er weer zo’n sukkel roet in het eten gooit. Zo kom je er zeker niet.,nl,,
Bescherm eerst je eigen stadion maar eens🤣🤣,nl,,
Het echte logo,nl,,
Henkie out,nl,,
Mooie goal in een verder wanstaltige wedstrijd!!!,nl,,
Stem allemaal ff Feyenoord #polletjekapen,nl,,
gewd luck twente ⭐️,nl,,
Matennaaiers. Ledezma wordt niet geraakt. Weer een nepvoetballer,nl,,
"Jammer, kan gebeuren!",nl,,
Stuur gewoon geen reactie,nl,,
Lekker iedere keer zo dom blijven opbouwen. Gaat al 3 jaar fout,nl,,
Gefeliciteerd AJAX JULLIE HEBBEN HET VERDIEND,nl,,
Wanbeleid. Nogmaals. Moet gewoon een cv komen. En heel rap.,nl,,
"Dat je ging verliezen wel, maar je laat je toch niet zo aan de kant zetten man.",nl,,
"Ja want ze zijn ook zo lekker aan het vechten vandaag. Het sjokt en loop er maar een beetje bij; nota bene in de do or die wedstrijd. 

Echt een schandalige vertoning",nl,,
Als we dit soort wedstrijden zo verliezen kunnen we over een jaar weer de kkd in,nl,,
Volgens mij zijn alle voetbalshirts bij Ajax 100 euro hoor.,nl,,
Zeg dat tegen je ploeggenoten Tillman en Saibari.,nl,,
Welke steun???? Bijna iedereen was stil,nl,,
Taylor eruit vind ik best bijzonder..,nl,,
"3 belangrijke punten, lekker zeg!",nl,,
Super Daan!!!,nl,,
"Stumper, was een eigen goal man!",nl,,
Dit word helemaal niks vandaag...,nl,,
Eindelijks Ltaief vanaf de start 💪🏼,nl,,
Kaplan maakte goede indruk vorige wedstrijd,nl,,
Zeist is in vorm. Feyenoord speelt niet best maar als je dit vasthoudt tegen 12 man is het een hele belangrijke winst.,nl,,
Onder de 10 miljoen las ik net. Heeft al bewezen een versterking te zijn aan de bovenkant. Daarnaast heb je ook daadwerkelijk een trainer nodig die spelers beter maakt.,nl,,
Berghuis kneus,nl,,
"Moussa, Ivanusec. Probeer iets. Milambo raakt helemaal niets!",nl,,
"8' De FC kreeg een strafschop na een overtreding op Jorg Schreuders. NAC-speler Mahmutovic kreeg daarna de rode kaart. 

(1-0)

#GRONAC",nl,,
Het moment ook dat de man van de lichten al wist dat de 2-0 ging komen🤣,nl,,
Een bal die niet stilligt mag de VAR zich niet mee bemoeien.,nl,,
"Slecht spelen in de 2de helft. 
En toch scoren.",nl,,
@AFCAjax is die wakker vandaag? 🤣🫶,nl,,
"Het is om te janken , wat slecht!!!",nl,,
mooie wedstrijd hier kunnen wij wel mee leven uit tegen twente 👍,nl,,
Wat goed is komt snel! Gefeliciteerd Veerle ✊🏼,nl,,
Dat zeggen ze de laatste weken dat het beter moet maar het wordt steeds slechter.,nl,,
Hoogtepunt van de dag......,nl,,
GEWOON Nederlands jongens.... ze leren het maar,nl,,
Die zijn ze vandaag al kwijt als Utrecht wint.,nl,,
"Hwang, wat een speler🥹",nl,,
Achter Ajax staan altijd,nl,,
Osman gaat vandaag helemaal los hoop ik!,nl,,
Meen je niet gozer,nl,,
"Overduidelijk op de lijn, Mark",nl,,
"gaat niet aan t spel want de aanvallers en middenvelders ons geven. Gaat om de verdedigers, die alles kut doen en voor geen reet kunnen verdedigen als t gaat om 2tegen 1.",nl,,
In de competitie was het zo stil in de hoek. Laten we jullie een handje helpen en dat niet doen 😜,nl,,
Pluspunten voor de commentator bij de vrije trap 😂,nl,,
Bosz je verneukt mijn Scorito. Zet Luuk er in man,nl,,
Is ziek geweest,nl,,
Deurwaarders?? Piss off.,nl,,
"Maar dat doe je dan wel weer heel erg goed, volgens mij!",nl,,
"Kan niet wachten, we moeten ze pakken morgen!",nl,,
"Droom groot, Mike Kleijn💪💪💪",nl,,
Lukt vandaag niet 😭,nl,,
Sadilek heeft weer op de skelter gezeten ofzo?,nl,,
Ja?? Ga je dit echt posten ja?,nl,,
Man speelt Fortnite misschien verstandig om even stil te zijn,nl,,
Schop.die.bal.naar.voren.,nl,,
"Tjonge jonge
Vreselijk dit",nl,,
"Totale controle, Psv is helemaal nergens. Had gewoon 3-1 of 4-1 moeten staan maar helaas is het nog spannend. 

Genieten van Hato en Fitz-Jim. Henderson en Akpom ook geweldig. Eigenlijk iedereen gewoon.",nl,,
Zwak begin helaas…,nl,,
Goed zo. Pak die social media mafklappers aan!!!!,nl,,
Groningen rotte appen in onze mooie competitie,nl,,
Tyfus verdediging! Kut backs!,nl,,
"Wat is dit nou
Semmie, semmie Steijn",nl,,
Taylor overduidelijo,nl,,
Zonder je twee beste spelers wordt het al heel snel heel slecht.,nl,,
Dat dus.....  Het is weer om te huilen.,nl,,
Dit middenveld.. 😃,nl,,
Mooi! Hoop dat ie daar verder doorgroeit. Die goal in die corona tijd tegen Roda ga ik nooit vergeten.,nl,,
Dit zijn toch geen mooie aankondigingen??? Waarom maakt die social media afdeling zich er altijd zo makkelijk vanaf??!,nl,,
Doeidoei beter dan Ajax 18-19 👋👋👋,nl,,
"Hele wedstrijd niks doen
1 schot 
1 goal",nl,,
"Als je met dit materiaal niet weet te presteren als trainer, moet je heel snel de koffers pakken ❗ Plaats 16 na 8 wedstrijden, schaam je echt kapot.",nl,,
Een hele dikke middelvinger naar de directie en de technische staf/spelers Wat een wanvertoning!!!,nl,,
Klaassen zonder doppies. Held.,nl,,
Parrot weg in de winterstop aub..ken er geen klote van,nl,,
"Altijd als wij het Stadion binnenvallen hoor je dat spelers niet meedoen! Nu weer Lauritsen, Negli",nl,,
Vanuit bronnen heb ik gehoord dat de onrust is juist ontstaan toen er iemand naar beneden is gevallen en er niets aan werd gedaan door stewards. “Vechtende” supporters werden juist uitgelokt door de heracles supporters. Leuk dat iedereen gelijk een mening klaar heeft staan,nl,,
Hoeveel kansen voor heracles,nl,,
"Ze mogen altijd bellen, zo ben ik!😎",nl,,
Flesjes wijn komen jullie kant op!,nl,,
Top gespeeld. Nooit meer dams of karsdorp opstellen.,nl,,
Kan Bijlow niks aan doen man. Beelen moet dit altijd hebben.,nl,,
Ja geweldig.,nl,,
"0,04xG ofzo maar wisselen ho maar 👋🏻",nl,,
"Van den Boomen lekker laten staan, speelt top",nl,,
Mag ik dit een matige prestatie noemen,nl,,
"PSV, antwoord gvd nu. Kanker clowns: waarom is Abe Knoop weg????????????????",nl,,
Gefeliciteerd ! Zeer terecht nix aan gestolen.,nl,,
Je hebt nog Bueno en Trauner. Geen idee waar onze Spanjaard is,nl,,
Bij mijn ouders in hun koele woonkamer,nl,,
@vvGorecht1 was wel aanwezig. Gelukkig sliepen ze nog niet,nl,,
Farioli ouwe wonderdokter,nl,,
Brobbey moet leren koppen en scoren. Jeetje,nl,,
Wat heeft Ueda geslikt?,nl,,
"Voor de fans van Feyenoord Rotterdam: zullen jullie Santiago Giménez en zijn prestaties tegen Ajax missen?

Als u grammaticale of spellingfouten opmerkt, bied ik mijn oprechte excuses aan en hoop ik niemand te beledigen met dit bericht.",nl,,
"Bizar goed ook weer dit, laten we een top Ajax zien vandaag die 90 minuten lang ervoor vecht ❌❌❌",nl,,
"Pff zeker. En dan krijgen we nog een column van Sjoerd Mossou als toetje, genieten zeg.",nl,,
Dat somt het wel op.......die Makkelie is zo partijdig als de pest.....,nl,,
Zomeravond voetbal pfffff,nl,,
Oogt wat zwaar? Kan het foto effect zijn,nl,,
"Neem dan gewoon een normale corner Younes,dan voorkom je deze ellende",nl,,
Are you kidding me 😶😶😶😶😶,nl,,
Het is klaar met feyenoord. Dit komt nooit meer goed.,nl,,
Wanneer vertrek huiberts met zijn tyfus beleid,nl,,
Wat een bal van godts,nl,,
Goed gezien dus: SCHWALBE🤷‍♂️🤷‍♂️🤷‍♂️,nl,,
Goal is doel,nl,,
Quintero ontbreekt met een blessure.,nl,,
Fijne wedstrijd Ajacieden succes boys ❌❌❌,nl,,
Gefeliciteerd??? 2 punten verloren,nl,,
"We gaan je missen, veel succes in Frankrijk 🤍♥️🤍",nl,,
Lekker als je niet eens weet in welk stadion je speelt.  O ja.  Hij speelde ook bijna nooit.,nl,,
"Je zou denken, je zou het doen omdat je eigen club balangerijker is dan de haat tegen de ander",nl,,
Besselink vandaag ook graag in de basis 💪🏻,nl,,
Wie zijn dit 😂😂,nl,,
Meteen graag.,nl,,
tuurlijk weer hij,nl,,
Dat is helaas wel vaker gebleken. Waar is die “killer” mentaliteit. Pavlidis was een echte afmaker. Parrott komt wat kracht tekort. Genoeg om te verbeteren. Alles voor de finale inzetten!,nl,,
#AZTWE #AzAlkmaar vs #FCTwente = 2009 #Eredivisie kampioenen #AzAlkmaar vs 2010 Winnaars #FCTwente. #STATSTAT. CREDIT First Bank🇳🇬-rekening op 3071331839 met enorme waarschuwingen van £€$.,nl,,
Prima aankoop! Wat een wanvertoning,nl,,
Gelijk weer in standje depressief...,nl,,
Fijne terugreis,nl,,
3 meter buitenspel,nl,,
"Mika Godts,
Voor mij speler vd wedstrijd.
Go Ahead speelde goed en Fair Play.
Leuke pot voetbal gezien.",nl,,
Niet om hem maar is die aanvoerders band geen last voor hem? Speelt volgens mij veel vrijer zonder de band. Vorig jaar zo van hem genoten. Helaas nu wel iets minder dan voorheen. Kan natuurlijk nog wel komen.,nl,,
Mokio en hato zijn echt strijders,nl,,
Behalve dat het vast een of andere flutregel is maar waarom moeten de lampen aan?.. 🤷🏽‍♂️,nl,,
Weinig reacties hier. Als het 0-2 was geëindigd was het een drukte van belang geweest.,nl,,
De bank is goed gevuld vanavond.,nl,,
"Het was een schandalige vertoning.

Schaam je kapot!",nl,,
Het juichen van Matheus na de 0-2,nl,,
442 hangende linkervleugel gewoon terug zakken naar linkerkant van het middenveld,nl,,
Hoe bedoel je? 12e tegenstander en kippenvel?,nl,,
cd Kust mag week in week uit klote voetbal laten zien en wordt nooit gewisseld en Klein mag er na ween half uurtje uit? Rijsdijk spoort niet hoor. Zo maak je Klein compleet kapot.,nl,,
Ja als je normaal in het uitvak staat val je spontaan naar beneden?! 😵‍💫😵‍💫,nl,,
Je hebt je goed verdiept Fantast,nl,,
Bizar dat uitgerekend die Klaassen dat recht zet,nl,,
Typisch kakkerlakken,nl,,
"Was een mooie pot, genoten",nl,,
Idd was duidelijk een ingooi voor ajax,nl,,
Hopelijk starten de spelers vandaag tegelijk met Eagles voor het winnen van een duel en veroveren van de bal,nl,,
Van Persie basis 🍳 👨‍🍳,nl,,
"Ik geloof niet echt dat het hem lukt nu, de hele spirit is eruit. Hij maakt ook verkeerde keuzes nu",nl,,
Tuurlijk. Dus die moet gewisseld worden. En geen goede vervanger,nl,,
Free game telegram link in bio,nl,,
"Ja, op deze manier maak je het jezelf ongelofelijk lastig.",nl,,
"Tja , @Feyenoord  speelt weer eens een keer tegen 12 man , echt….Goed bezig die scheids man man 👎🤬",nl,,
Fouten worden afgestraft,nl,,
Leg dan svp ook aan de rest van de wereld uit waaróm het uitvak onrustig werd. Dat scheelt een hoop Gert Jan Verbeek-geleuter.,nl,,
Jij kunt bij de knvb solliciteren,nl,,
"Nee, het stadion ligt in de wijk San Siro. Het stadion heet voor zowel Internazionale FC en AC Milan 'Stadio Giuseppe Meazza'' naar de speler die voor beide teams heeft gespeeld. Hardnekkig sprookje dat het voor AC Milan San Siro heet en voor Inter G. Meazza.",nl,,
ik zou gwn nu all naar huis gaan. Wij zijn zo fking slecht.,nl,,
Snap al die verbaasde reacties hieronder niet. Dit wist je toch van tevoren? 😂,nl,,
Haat jullie met de dag meer 😍😍🥰🥰🥰🥰😛😝,nl,,
"Is zijn contract eigenlijk al verlengd? Zo niet, maar eens heel snel doen.",nl,,
Wat is grappig?,nl,,
"Wat mooi,wat mooi ,wat mooi!!",nl,,
MATCHFIXING KEI HARD AFGESTRAFT!!!!  Heerlijk. Karma Eagles.,nl,,
"Wat een vleugelspeler, wat een back...",nl,,
Vreemde keuzes weer idd...,nl,,
Komt niet goed dit seizoen.,nl,,
Ja man goed idee. Is er 10 maanden uit geweest.,nl,,
Tuurlijk met ricksen 2 erop,nl,,
"Vorig jaar nog met Dani, Bazoer en Ryan in de basis. Goede hoop vandaag! Ryan liet in deze wedstrijd snel een bal los. Hopelijk staan we vandaag niet meteen achter....",nl,,
Free game telegram link in bio,nl,,
Weghorst speelt een prima pot btw,nl,,
Als ze nou niet winnen morgen...❤️,nl,,
Dank je wel! Ik ben nu gelijk Ajax Fan,nl,,
"Toen ik las dat Ajax Edvarsen binnen had gehengeld van Eagles, dacht ik dus eigenlijk dat het om deze gast ging. Onironisch top 5 spitsen van de Eredivisie.",nl,,
Poeh toch weer veel hele en halve blessures. Stuk of 6,nl,,
Goede vraag. Enige reden dat ik kan bedenken is dat ze de horeca niet voor de voeten willen lopen en dat mensen wel hun pauzedrank halen,nl,,
Carranza echt niet veel trager dan ueda en/of gimenez hoor,nl,,
Aan het mediateam zal het niet liggen! 🔥🔥,nl,,
Hij toevallig?,nl,,
In de kroeg,nl,,
